Ticker,Company,Sector,Industry,Country,Market Cap,Price,Change (%),Volume,Price to Earnings Ratio,Price to Earnings,Forward Price to Earnings,Price/Earnings to Growth,Price to Sales,Price to Book,Price to Cash,Price to Free Cash Flow,Earnings Per Share This Year (%),Earnings Per Share Next Year (%),Earnings Per Share Past 5 Years (%),Earnings Per Share Next 5 Years (%),Sales Past 5 Years (%),Dividend (%),Return on Assets (%),Return on Equity (%),Return on Investment (%),Current Ratio,Quick Ratio,Long-Term Debt to Equity,Debt to Equity,Gross Margin (%),Operating Margin (%),Profit Margin,Outstanding Shares,Float,Insider Ownership (%),Insider Transactions (%),Institutional Ownership (%),Float Short (%),Short Ratio,Average Volume,Performance (Week) (%),Performance (Month) (%),Performance (Quarter) (%),Performance (Half Year) (%),Performance (Year) (%),Performance (Year to Date) (%),Volatility (Week) (%),Volatility (Month) (%),Analyst Recommendation,Relative Volume,Beta,Average True Range,Simple Moving Average (20) (%),Simple Moving Average (50) (%),Simple Moving Average (200) (%),Yearly High (%),Yearly Low (%),Relative Strength Index,Change from Open (%),Gap (%),Volume2
ACAH,Atlantic Coastal Acquisition Corp,Financial,Shell Companies,Ireland,127920000,10.52,0,0,39.55,39.55,-,-,-,8.37,85.85,-,,,,,0,,5.69,6.48,71.53,0.16,0.16,0,0,,0,-,34500000,3890000,68.02,,-6.74,0.03,0.15,8470,0,0.1,3.85,4.21,7.46,5.04,0.29,1.5,-,0,0.01,0.17,-0.52,-0.08,3.39,-9.54,5.71,48.45,0,0,0
ACAX,Alset Capital Acquisition Corp,Financial,Shell Companies,USA,48870000,10.6,0,0,165.63,165.78,-,-,-,2.66,60.33,-,,,,,0,,1.58,1.69,4.79,1.51,1.51,0,0.01,,0,-,9100000,1130000,75.44,0.007,21.68,1.59,2.04,8770,-0.93,0.95,-6.03,4.43,,5.47,1.95,1.76,-,0.1,-0.38,0.29,0.34,0.7,4.65,-29.52,126.5,51.93,-1.85,1.88,0
ACB,Aurora Cannabis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,216380000,0.5,-3.46,3705636,0.63,0.62,-,-,1.06,0.56,1.5,-,81.21,45.35,,,64.52,,39.21,73.45,64.26,3.29,2.11,0.16,0.25,-5.39,-66.26,137.37%,434840000,433570000,0.29,,,9.04,1.82,21490000,-5.4,10.54,-48.76,-12.05,-56.08,-46.68,7.34,5.92,2.89,0.34,2.51,0.03,3.54,1.49,-15.52,-59.18,19.98,51.95,-5.33,0.39,3705636
ACBA,Ace Global Business Acquisition Ltd,Financial,Shell Companies,Hong Kong,40370000,11.77,0.17,3,-,-,-,-,-,2.45,672.85,-,,,,,0,,0.06,0.35,0.13,0.03,0.03,0,0.15,,0,-,6050000,2250000,34.3,,-4.88,0.18,0.21,20100,0.69,0.86,5.37,8.79,14.61,10.83,0.02,0.05,-,0.01,0.03,0.02,0.94,1.77,6.4,-1.92,11.99,74.99,0,0.17,3
ACCD,Accolade Inc,Healthcare,Health Information Services,USA,701320000,9.21,-1.55,167064,-,-,-,-,1.89,1.64,2.46,-,75.78,13.74,-38.43,-0.9,38.17,,-15.85,-29.99,-19,3.04,3.04,0.7,0.72,32.9,-36.93,-37.24%,73090000,68530000,10.09,-0.003,1.56,4.57,5.14,609620,3.61,36.06,-25.9,-29.9,7.98,21.57,3.95,4.58,1.6,0.71,2.05,0.41,13.8,20.11,-19.06,-44.31,49.61,72.08,2.05,-0.64,167064
ACCO,Acco Brands Corporation,Industrials,Business Equipment & Supplies,USA,518790000,5.47,0.35,64717,9.34,9.42,5.09,0.94,0.28,0.66,7.12,3.66,-9.76,15.53,,10,0.7,5.43,2.05,6.97,3.13,1.61,0.9,1.15,1.26,28.51,7.67,3.06%,94260000,91170000,3.96,-0.003,-4.73,1.99,3.03,600300,1.85,16.74,2.61,9.11,-4.51,-1.43,2.46,2.96,1,0.59,1.73,0.16,5.04,6.08,4.61,-16.7,28.29,60.23,1.1,0,64717
ACDC,ProFrac Holding Corp,Energy,Oil & Gas Equipment & Services,USA,1270000000,7.96,-0.13,78871,8.55,8.57,5.68,-,0.44,1.02,49.43,4,-80.01,241.69,,-12.2,110.48,,1.37,16.11,1.16,0.96,0.58,0.77,0.88,22.54,12.61,0.92%,54000000,18260000,88.55,0.014,1.85,24.15,6.84,644440,-5.19,1.13,-29.6,-33.77,-62.93,-68.1,4.77,5.26,2,0.71,0.65,0.44,-2.2,-9.86,-30.53,-69.35,6.07,43.72,2.03,-1.13,78871
ACEL,Accel Entertainment Inc,Consumer Cyclical,Gambling,USA,856060000,10.1,-0.61,74155,20.49,20.29,12,-,0.73,4.28,3.67,17.94,-2.65,-2.17,,-3.49,33.43,,5.03,22.66,6.26,3.07,2.99,2.46,2.61,25.03,9.3,3.74%,86670000,56330000,33.62,-0.031,-2.84,2.11,3.71,320190,-1.58,-6.23,-11.88,0.1,20.05,29.09,2.04,2.37,1,0.92,1.36,0.26,-3.73,-4.1,-1.84,-17.51,36.91,41.57,-2.07,0,74155
ACES,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,,31.92,-1.05,30516,-,-,-,-,-,-,-,-,,,,,,1.54,,,,-,-,-,-,,,-,,,,,,,-,127960,-1.68,10.52,-21.51,-29.11,-37.69,-29.33,2.22,2.73,-,1.2,1.42,0.93,3.53,1.35,-21.22,-42.09,14.99,54.16,0.53,-0.84,30516
ACET,Adicet Bio Inc,Healthcare,Biotechnology,USA,61500000,1.42,2.17,531863,-,-,-,-,-,0.3,0.31,-,-96.44,18.41,50.81,29.1,362.1,,-48.69,-55.84,-67.05,9.4,9.4,0.1,0.11,79.96,0,-,42950000,30360000,29.67,0.158,11.81,9.98,8.11,373920,6.45,5.6,-17.5,-73.33,-93.36,-85.23,11.57,8.7,1.89,2.29,1.78,0.12,9.36,1.39,-63.69,-93.35,20,53.92,-12,8.7,531863
ACGL,Arch Capital Group Ltd,Financial,Insurance - Diversified,Bermuda,29970000000,80.25,1.17,304543,10.28,10.23,10.31,0.52,2.39,2.07,-,5.95,60.36,-0.48,22.91,19.7,12.07,,7.08,21.96,16.3,0.54,-,0.18,0.18,,24.62,23.40%,370350000,361970000,3,-0.035,-0.11,1.01,1.94,1890000,-2.9,-5.98,1.03,13,31.46,26.81,2.31,2.13,1.47,0.69,0.62,1.87,-4.81,-4.67,4.46,-12.18,34.15,39.06,0.35,0.04,304543
ACHC,Acadia Healthcare Company Inc,Healthcare,Medical Care Facilities,USA,6810000000,74,0.88,260102,-,-,19.97,-,2.39,2.5,68.84,78.96,12.34,9.93,5.34,12.52,0.09,,-0.36,-0.67,-0.44,0.81,0.81,0.54,0.56,23.07,17.1,-0.64%,89910000,89620000,2.82,-0.051,-8.22,3.13,5.26,533760,0.28,3.78,5.03,7.1,-10.03,-8.94,3.54,2.45,1.91,1.23,1.31,2.02,2.58,2.55,2.43,-13.21,12.74,56.82,1.59,0.72,260102
ACHL,Achilles Therapeutics Plc ADR,Healthcare,Biotechnology,United Kingdom,35700000,0.89,-5.31,128591,-,-,-,-,-,0.24,0.26,-,24.45,-17.45,,5.2,0,,-37.44,-42.34,-48.26,8.55,8.55,0.02,0.05,,0,-,40930000,39010000,4.35,,0.51,0.12,0.68,68460,10.06,9.4,5,-3.94,-28.07,1.5,9.86,7.06,1,2.41,0.83,0.06,10.35,6.74,-1.76,-35.66,23.41,61.31,-4.22,1.46,128591
ACHR,Archer Aviation Inc,Industrials,Aerospace & Defense,USA,1990000000,6.59,-2.01,1660509,-,-,-,-,-,5.25,4.31,-,-0.89,11.58,,,0,,-75.47,-96.39,-117.51,4.07,4.07,0.04,0.05,,0,-,177900000,168150000,44.1,0.06,-4.92,23.57,7.02,5640000,2,26.24,1.84,76.13,208.84,255.08,5.55,6.36,1.43,0.72,2.57,0.36,9.16,21.94,51.72,-11.35,309.88,62.89,-0.9,-0.45,1660509
ACHV,Achieve Life Sciences Inc.,Healthcare,Biotechnology,Canada,113890000,5.38,-3.18,10270,-,-,-,-,-,28.25,5.82,-,61.04,17.01,60.98,15,0,,-148.03,-1399.88,-175.62,5.36,5.36,4.01,4.03,,0,-,17900000,17490000,17.39,,2.36,3.93,18.17,37790,-5.38,30.07,12.14,-7.63,112.89,122.45,5.4,6.72,1,0.6,1.57,0.3,2.63,20.23,-1.28,-47.09,130.93,58.47,0.37,-1.45,10270
ACI,Albertsons Companies Inc,Consumer Defensive,Grocery Stores,USA,12810000000,22.24,0.24,458818,11.73,11.77,8.52,1.47,0.16,5.79,44.43,34.47,-18.86,-4.28,87.96,8,5.39,2.13,4.98,41.51,7.01,0.81,0.17,6.02,6.61,25.74,2.86,1.39%,569670000,330910000,42.54,,3.3,4.56,5.04,2990000,2.57,5.23,-5.66,6.68,3.62,7.76,0.98,1.22,2.56,1.14,0.51,0.27,3.99,1.88,4.2,-6.41,16.77,65.11,0.59,0.14,458818
ACIC,American Coastal Insurance Corp,Financial,Insurance - Property & Casualty,USA,376660000,8.58,-2.07,35719,-,-,-,-,1.05,3.08,-,-,,,,20,-5.21,,-31,-228.38,-2.11,8.27,-,1.24,1.24,,-60.47,-1.60%,43280000,19700000,55.12,0,-20.04,7.07,2.7,515800,0.35,17,12.89,76.4,2346.39,717.92,5.14,6.36,3.67,0.65,-0.27,0.42,4.38,11.59,54.94,-12.95,2527.27,59.97,-0.69,0.46,35719
ACIO,Aptus Collared Investment Opportunity ETF,Financial,Exchange Traded Fund,USA,,32.41,-0.04,8166,-,-,-,-,-,-,-,-,,,,,,0.73,,,,-,-,-,-,,,-,,,,,,,-,87590,0.79,4.7,3.75,5.93,9.91,12.73,0.53,0.67,-,0.68,0.49,0.23,1.18,4.28,5.77,0.06,13.8,70.67,0.46,-0.22,8166
ACIU,AC Immune SA,Healthcare,Biotechnology,Switzerland,308560000,3.69,0,59209,-,-,-,-,-,2.14,3.61,-,29.16,13.34,-13.66,,232.51,,-40.66,-44.93,-53.27,7.36,7.36,0.01,0.02,,-7376960.89,-7157319.53%,83620000,41590000,50.26,,1.23,1.36,11.31,49930,15.22,29.53,14.88,81.22,67.83,89.22,6.49,6.6,1,2.64,0.68,0.22,21.02,31.68,45.56,0.79,129.76,74.11,4.61,0,59209
ACIW,ACI Worldwide Inc,Technology,Software - Infrastructure,USA,3040000000,27.93,0.13,119764,35.01,35.13,21.8,2.92,2.13,2.51,21.83,27.38,-22.42,33.47,98.88,12,7.14,,2.73,7.4,4,1.3,1.3,0.84,0.92,41.09,13.78,6.24%,108070000,107310000,1.31,-0.03,0.83,3.43,3.84,958490,1.45,7.53,20.53,18.8,34.1,21.74,2.48,3.18,1.33,0.52,1.21,0.83,5.01,18.46,16.83,-3.91,43.15,69.73,1.01,-0.4,119764
ACLS,Axcelis Technologies Inc,Technology,Semiconductor Equipment & Materials,USA,4060000000,124.09,0.79,250634,17.76,18.09,15.35,0.9,3.81,5.16,8.96,21.41,33.15,13.09,7.53,20,20.43,,22.03,32.8,26.66,3.89,2.69,0.09,0.1,42.61,22.35,21.37%,32770000,32200000,1.68,-0.049,1.97,4.73,2.51,606780,0.38,0.78,-29.73,-30.58,53.28,58.24,3.05,3.34,1.57,1.53,1.71,4.85,-2.12,-10.14,-16.79,-37.52,65.83,41.46,1.55,0.79,250634
ACLX,Arcellx Inc,Healthcare,Biotechnology,USA,2450000000,50.37,-10.6,623567,-,-,-,-,53.59,9.48,5.74,24.16,52.63,9.88,,,0,,-27.22,-51.56,-40.48,2.84,2.84,0.2,0.41,94.46,-307.14,-274.59%,44110000,35150000,27.79,0,16.41,15.64,8.43,651710,-5.13,17.77,51.77,31.43,141.51,69.01,5.69,6.13,1.15,1.99,0.03,3.18,-0.23,22.43,41.6,-11.38,106.22,55.42,-3.55,-3.43,623567
ACM,AECOM,Industrials,Engineering & Construction,USA,12380000000,91.04,-0.28,185636,237.6,236.69,17.8,15.9,0.86,5.59,9.79,20.91,20.31,14.07,-14.03,14.9,-5.32,0.35,1.02,4.87,1.14,1.05,1.05,1.2,1.31,6.58,5.51,0.38%,136210000,135430000,0.41,-0.13,-0.86,1.4,2.66,713790,1.09,17.21,7.12,7.82,7.14,7.84,1.55,1.77,1.5,1.31,1.27,1.57,4.43,10.75,9.17,-0.86,23.1,76.37,0.33,0.07,185636
ACMR,ACM Research Inc,Technology,Semiconductor Equipment & Materials,USA,1010000000,16.77,4.59,230107,15.42,16.07,13.74,0.38,2.14,1.46,3.48,-,57.14,-2.44,,42.74,61.94,,5.59,10.42,9.24,2.32,1.26,0.06,0.12,50.6,17.97,14.41%,54660000,45440000,25.02,-0.039,-2.88,6.51,2.48,1190000,3.79,5.76,-3.01,63.82,91.67,123.74,4.27,4.87,1.25,1.03,1.13,0.97,0.66,0.18,26.27,-18.13,149.64,53.16,7.28,0.5,230107
ACN,Accenture plc,Technology,Information Technology Services,Ireland,2.1386E+11,340.67,0.93,462619,31.64,31.72,25.66,3.59,3.35,8.36,23.7,23.83,4.89,8.79,11.18,8.85,9.59,1.45,13.95,28.75,24.5,1.3,1.3,0.09,0.12,32.29,15.36,10.72%,628270000,625930000,0.27,-0.04,1.17,1.26,4.05,1950000,1.75,8.94,8.71,9.9,17.17,28.28,1.27,1.19,1.93,0.93,1.2,4.52,3.51,8.56,13.75,0.84,40.98,74.5,2.12,-0.6,462619
ACNB,ACNB Corp.,Financial,Banks - Regional,USA,342270000,40.26,0.93,715,9.09,9.14,-,-,2.89,1.35,-,8.42,,,22.62,,10.99,2.81,1.5,15.49,9.98,0.09,-,0.48,0.61,,40.19,31.71%,8520000,8130000,4.48,0.003,-4.22,0.62,4.31,11770,-3.62,16.13,23.63,14.94,6.74,1.08,2.93,2.91,2,1.49,0.56,1.12,3.26,13.25,21.2,-4.19,49.04,62.35,0.63,0.48,715
ACNT,Ascent Industries Co,Basic Materials,Steel,USA,78810000,7.77,-3.24,3415,-,-,8.91,-,0.28,0.81,107.54,3.59,-204.23,139.19,69.84,12.4,17.33,,-8.39,-18.71,-21.11,3.66,1.41,0.85,0.9,3.96,-5.55,-13.41%,10160000,8870000,12.42,0,-4.59,0.12,1.48,7190,-4.08,-7.63,-9.67,-22.03,-31.54,-10.61,2.23,2.59,1,1.39,0.65,0.28,-4.4,-6.43,-13.87,-33.02,5.87,40.45,-1.9,-1.62,3415
ACON,Aclarion Inc,Healthcare,Health Information Services,USA,2060000,0.25,13.59,130298,-,-,-,-,24.86,-,11.46,-,,,,,35.02,,-157.25,-421.71,,0.15,0.15,-,-,-133.29,-5395.95,-5275.34%,7860000,5110000,37.9,,132.03,0.69,0.19,181950,-5,-28.86,-39.27,-81.14,-59.16,-57.07,11.89,13.53,1,0.9,1.12,0.04,-11.19,-30.02,-59.15,-89.49,17.95,40.81,10.67,2.27,130298
ACOR,Acorda Therapeutics Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,16620000,13.4,9.25,8507,-,-,-,-,0.15,0.22,0.5,-,,,35.15,46,-24.66,,-4.2,-23.68,-6.55,1.59,1.21,3.13,3.16,59.49,-29.68,-14.35%,1240000,1230000,0.69,,-54.53,1.1,1.98,6860,16.47,31.46,-5.46,26.22,19.03,-17.44,10.12,5.74,1,1.47,1.34,0.78,21.87,19.53,-1.86,-47.68,41.01,67.79,-2.24,5.58,8507
ACP,Abrdn Income Credit Strategies Fund,Financial,Closed-End Fund - Debt,USA,336890000,6.47,-0.69,76763,-,-,-,-,10.64,0.92,-,-,,,,,,18.43,,,,-,-,-,-,,,-,52110000,52110000,,,,0.2,0.32,324280,2.21,6.94,-8.62,-5.41,-8.36,-4.57,2.04,1.52,-,0.63,1.01,0.11,3.99,4.82,-3.15,-25.03,16.58,65.43,-0.61,0,76763
ACR,ACRES Commercial Realty Corp,Real Estate,REIT - Mortgage,USA,75460000,8.92,5.06,39538,-,-,4.02,-,0.35,0.17,0.75,1.52,67.95,12.47,,5,28.28,,0.57,3.01,-0.31,-,-,3.5,4.07,96.32,63.39,-2.88%,8710000,7530000,10.93,0.051,-4.78,0.18,0.62,21960,13.42,18.68,12.14,6.67,-3.86,8.47,4.58,3.09,1.5,2.76,1.87,0.29,15.27,15.57,5.18,-11.9,35.35,79.4,5.16,0.35,39538
ACRE,Ares Commercial Real Estate Corp,Real Estate,REIT - Mortgage,USA,555480000,10.26,1.33,328227,164.79,166,10.37,72.49,2.84,0.82,9.16,10.8,-71.66,126.77,-11.71,2.29,12.6,13.11,0.14,0.48,0.24,-,-,1.07,2.41,92.85,53.57,1.75%,54440000,50890000,6.01,,1.03,4.13,4.68,449600,0.78,8.25,-0.67,2.57,-6.51,1.19,3.18,2.2,2.75,1.47,1.52,0.26,3.91,8.3,6.95,-18.3,38.16,60.07,1.97,0.49,328227
ACRO,Acropolis Infrastructure Acquisition Corp,Financial,Shell Companies,USA,173620000,10.44,0,603,63.39,63.44,-,-,-,2.75,2895.81,-,,,,,0,,3.06,3.34,10.44,0.08,0.08,0,0.05,,0,-,34500000,7200000,56.69,,2.95,0.08,0.1,58510,1.04,1.24,2.53,2.93,6.94,5,0.11,0.12,-,0.01,0.03,0.02,1.03,1.37,2.6,-0.02,5.8,74.8,0.08,0,603
ACRS,Aclaris Therapeutics Inc,Healthcare,Diagnostics & Research,USA,70820000,1.01,-2.05,1383991,-,-,-,-,3.27,0.45,0.68,-,-23.53,18.3,11.39,,126.38,,-47.17,-60.94,-72.47,4.5,4.5,0.01,0.01,80.35,-498.95,-534.83%,66690000,58580000,17.3,0,0.41,12.62,1.78,4150000,-0.98,-80.22,-87.33,-89.46,-93.73,-93.82,8.62,12.87,2.11,0.87,0.14,0.24,-9.99,-73.66,-87.12,-94.75,64.86,23.2,-1.02,-2.67,1383991
ACRV,Acrivon Therapeutics Inc,Healthcare,Biotechnology,USA,110280000,5.16,0,2395,-,-,-,-,-,0.78,0.76,-,64.12,-16.01,,,0,,-41.93,-46.56,-35.31,15.54,15.54,0.03,0.03,,0,-,21920000,11920000,46.09,0,,2.43,12.59,23050,-6.87,6.32,-55.76,-60.23,-60.96,-57.64,14.92,15.85,1,1.17,0.94,0.64,9.13,-10.9,-55.56,-80.84,43.05,48.84,-3.75,0.8,2395
ACRX,Acelrx Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,12660000,0.75,2.53,39383,-,-,-,-,19.62,0.68,0.92,-,-120.28,38.36,,,-3.04,,-37.07,-57.87,-116.7,4.04,4.04,0,0,-22.73,-3214.15,-3434.73%,16950000,16050000,5.3,-0.007,2.67,4.68,3.59,209210,-11.2,56.81,-16.35,-41.51,-61.21,-67.39,8.12,10.98,1,0.38,0.51,0.07,14.06,22.61,-12.73,-73.49,73.41,58.15,-4.29,5.68,39383
ACSI,American Customer Satisfaction ETF,Financial,Exchange Traded Fund,USA,,48.71,-0.29,7,-,-,-,-,-,-,-,-,,,,,,0.69,,,,-,-,-,-,,,-,,,,,,,-,200,0.74,6.4,5.6,8.44,7.21,17.35,0.1,0.06,-,0.05,1.01,0.29,3.15,7.27,7.95,0.14,19.09,73.03,0.14,0,7
ACST,Acasti Pharma Inc,Healthcare,Biotechnology,Canada,21150000,2.25,-1.09,1547,-,-,-,-,-,0.32,0.78,-,78.25,0.81,34.13,,-20,,-40.45,-48.26,-60.34,20.68,20.68,0,0,,0,-,7440000,6000000,36.16,0.248,,1.53,1.81,50770,-5.15,-2.64,9.41,-25.45,3.61,-26.48,6.26,4.91,1,0.09,1.44,0.13,1.4,-7.2,-15.58,-56.22,28.49,47.54,-2.64,-1.3,1547
ACT,Enact Holdings Inc,Financial,Insurance - Specialty,USA,4410000000,27.6,-0.04,23020,6.88,6.86,7.52,-,3.88,0.99,-,7.34,-5.43,-10.12,9.76,,7.1,4.83,11.12,15.21,12.53,2.2,-,0.17,0.17,,78.17,57.48%,162780000,29810000,81.33,-0.008,-0.21,3.27,3.88,251520,-1.47,2.67,0.73,9.9,15.66,17.15,1.82,1.49,1.75,0.47,0.59,0.44,-0.15,1.29,8.08,-4.99,35.58,51.72,0.04,0,23020
ACTG,Acacia Research Corp,Industrials,Business Equipment & Supplies,USA,371090000,3.71,-1.85,34486,-,-,13.5,-,8.21,0.64,0.91,-,96.41,354.55,,20,67.47,,-5.39,-7.11,-7.58,22.6,22.03,0,0.01,16.75,-112.87,-81.60%,99890000,97780000,2.11,,-3.8,0.93,3.55,256670,-4.57,4.16,2.17,-17.54,-0.79,-10.69,3.24,3.23,1,0.56,0.41,0.11,0.8,3.15,-3.53,-19.23,9.62,52.84,0.53,-1.06,34486
ACTV,LeaderShares Activist Leaders ETF,Financial,Exchange Traded Fund,USA,,31.45,0.3,1366,-,-,-,-,-,-,-,-,,,,,,0.26,,,,-,-,-,-,,,-,,,,,,,-,20010,1.03,11.37,1.22,1.4,3.82,7.76,0.73,0.96,-,1.32,0.97,0.38,5.43,8.01,4.19,-8.29,15.78,71.59,0.72,0.04,1366
ACU,Acme United Corp.,Consumer Defensive,Household & Personal Products,USA,142850000,39.79,-0.18,2649,24.15,24.32,15.53,2.43,0.74,1.67,22.77,5.14,189.02,9.28,-5.59,10,8.32,1.4,3.62,7.26,4.59,3.87,1.73,0.52,0.54,36.09,5.72,3.09%,3540000,3120000,12.87,-0.09,-0.52,0.25,0.87,8850,1,26.59,43.19,55.91,61.81,79.54,3.6,5.68,1,0.92,0.77,1.73,5.11,19.44,39.58,-5.02,84.86,62.4,-1.7,0.03,2649
ACV,Virtus Diversified Income & Convertible Fund,Financial,Closed-End Fund - Equity,USA,206220000,19.85,1.26,16396,-,-,-,-,-,-,-,-,,,-3.05,3.2,,10.96,,,,-,-,-,-,,,-,10370000,10360000,0.04,,,0.24,0.77,32150,-1.64,3.95,4.44,2.04,0.88,10.32,2.83,1.95,3,1.05,1.44,0.42,1.59,5.78,3.89,-15.43,17.36,56,-2.28,2.59,16396
ACVA,ACV Auctions Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,2270000000,14.05,-2.3,234779,-,-,103.59,-,5,4.91,5.12,346.36,73.04,227.72,-29.41,0.8,96.33,,-8.23,-15.85,-13.38,2.02,2.02,0.22,0.22,45.27,-19.95,-16.61%,161440000,131250000,18.7,-0.054,4.14,5.05,7.32,905580,-8.17,2.71,-11.18,-19.89,63.04,75.15,4.27,3.64,1.57,1.04,1.45,0.59,-5.08,-1.48,-4.45,-23.02,100,43.31,0.84,-0.63,234779
ACVF,American Conservative Values ETF,Financial,Exchange Traded Fund,USA,,35.32,0.61,1834,-,-,-,-,-,-,-,-,,,,,,0.75,,,,-,-,-,-,,,-,,,,,,,-,6540,1.43,6.48,2.85,7.37,15.55,19.13,0.82,0.64,-,0.9,0.97,0.29,2.21,5.45,7.77,-0.08,20.68,71.9,0.77,0.13,1834
ACWI,iShares MSCI ACWI ETF,Financial,Exchange Traded Fund,USA,,98.83,0.01,1020139,-,-,-,-,-,-,-,-,,,,,,1.65,,,,-,-,-,-,,,-,,,,,,,-,3350000,0.94,6.24,3.52,5.03,12.88,16.71,0.68,0.67,-,1.38,0.94,0.79,1.78,5.27,5.91,-0.47,18.51,70.94,0.54,-0.18,1020139
ACWV,iShares MSCI Global Min Vol Factor ETF,Financial,Exchange Traded Fund,USA,,99.52,0.43,24863,-,-,-,-,-,-,-,-,,,,,,2.08,,,,-,-,-,-,,,-,,,,,,,-,231560,0.61,4.23,2.27,2.77,1.81,4.97,0.48,0.5,-,0.6,0.61,0.59,1.66,3.64,2.74,-0.94,8.28,71.33,0.71,-0.01,24863
ACWX,iShares MSCI ACWI ex US ETF,Financial,Exchange Traded Fund,USA,,49.52,-0.01,1110864,-,-,-,-,-,-,-,-,,,,,,2.38,,,,-,-,-,-,,,-,,,,,,,-,1620000,0.61,5.48,2.58,1.27,6.39,9.05,0.67,0.7,-,1.66,0.85,0.42,1.3,4.58,2.38,-3.27,10.54,65.83,0.49,-0.2,1110864
ACXP,Acurx Pharmaceuticals Inc,Healthcare,Biotechnology,USA,52120000,3.82,-5.05,2508511,-,-,-,-,-,11.6,6.89,-,9.38,15.27,,,0,,-140.57,-185.78,-323.37,2.22,2.22,0,0,,0,-,11630000,11170000,18.88,,148.1,5.8,0.84,767410,-5.66,-6.67,100,21.11,-4.5,-12.06,15.75,9.76,1,4.04,-1.86,0.46,-5.8,-7.27,20.57,-60.32,199.15,45.57,-5.91,-7,2508511
ADAG,Adagene Inc ADR,Healthcare,Biotechnology,China,80660000,1.85,-1.6,10116,-,-,-,-,3.53,0.96,0.63,-,,,-54.49,,330.18,,-23.13,-37.13,-37.69,3.4,2.71,0.16,0.3,,-194.99,-160.29%,43250000,40550000,6.24,,-21.46,0.05,1.15,19190,11.73,32.68,25.31,33.66,65.54,36.18,9.5,8.82,1,1.45,0.39,0.14,18.73,23.76,26.82,-14.08,64.02,61.9,-7.47,3.72,10116
ADAP,Adaptimmune Therapeutics Plc ADR,Healthcare,Biotechnology,United Kingdom,116870000,0.51,-6.22,134964,-,-,-,-,1.59,1.29,0.7,-,-160.29,-26.55,-5.4,1,121.34,,-30.28,-94.53,-87.64,2.92,2.92,0.23,0.29,,-175.54,-133.05%,226930000,196780000,13.29,-0.001,-0.54,3.04,13.95,429330,-4.94,-8.14,-34.58,-51.68,-71.45,-65.58,9.89,11.76,2.25,0.99,2.01,0.06,1.23,-12.57,-46.49,-78.62,19.64,44.89,-3.72,-4.22,134964
ADBE,Adobe Inc,Technology,Software - Infrastructure,USA,2.8328E+11,622.48,1.82,1284503,55.97,56.43,34.89,3.83,15.21,18.13,38.01,37.46,16.21,12.79,24.47,14.74,18.16,,18.34,33.97,25.87,1.25,1.25,0.25,0.26,86.92,33.59,27.27%,462000000,452170000,0.69,-0.014,-0.72,1.16,1.92,2740000,3.41,8.21,15.31,31.72,87.98,85.78,2.03,2.03,1.83,1.19,1.35,13.68,2.83,10.04,31.57,-0.54,96.23,65.68,1.35,1.13,1284503
ADC,Agree Realty Corp.,Real Estate,REIT - Retail,USA,5910000000,58.65,-0.4,236293,34.51,34.89,31.82,17.38,11.72,1.18,934.88,17.45,-6.01,8.53,-2.73,2.01,30.03,4.92,2.32,3.36,2.08,-,-,0.44,0.44,55.56,48.9,30.81%,100520000,98830000,1.68,0.08,6.98,1.6,1.82,868040,-3.58,4.25,-1.35,-9.59,-17.88,-16.4,1.86,1.71,1.5,1.11,0.57,1.12,1.15,4.4,-5.95,-21.67,12.55,54.3,1.32,-0.61,236293
ADCT,Adc Therapeutics SA,Healthcare,Biotechnology,Switzerland,82250000,1.01,-1.47,62797,-,-,-,-,0.66,-,0.26,-,-17.89,29.16,85.26,15.8,97.48,,-35.75,-705.53,-333.02,4.8,4.51,-,-,93.23,-115.87,-145.64%,80640000,53300000,33.91,,5.32,6.8,10.82,335010,-9.91,113.63,4.71,-60.47,-67.43,-73.96,10.83,14.98,2,0.38,1.23,0.11,26.66,29.81,-39.07,-82.61,177.85,61.82,-4.76,2.94,62797
ADD,Color Star Technology Co Ltd,Communication Services,Entertainment,USA,2920000,0.29,-0.21,71365,-,-,-,-,-,0.19,11.42,-,,,47.2,20,-11.3,,-90.65,-103.47,-153.14,3.01,3.01,0,0,-40.3,0,-,14990000,6870000,28.17,,19.86,1.82,0.41,305450,-4.54,31.82,-77.52,-78.75,-62.1,-68.15,8.45,15.1,-,0.32,2.41,0.05,5.1,-24.9,-75.95,-89.56,61.11,43.29,-4.61,4.4,71365
ADEA,Adeia Inc,Technology,Software - Application,USA,1030000000,9.93,0.15,92330,8.34,8.53,7.02,0.57,2.6,3.15,12.83,6.93,-32.76,4.84,-19.82,15,28.91,1.98,7.82,19.22,13.9,2.68,2.68,1.69,1.8,76.26,38.47,31.69%,105170000,101370000,2.78,0,0.64,2.97,5.71,527170,5.3,12.93,4.76,-4.25,-3.89,6.86,3.19,3.3,1.33,0.99,2.04,0.33,5.04,10.58,5.87,-18.11,42.28,63.32,2.22,0.2,92330
